Sentence,CEFR
I did that just the way you wanted me to.,A1
I'll tell you about what happened when you get here.,A1
Tom said he thought that he knew what Mary was planning to do.,A1
Tom and Mary don't have to stay if they don't want to.,A1
Tom put his keys on the small table near the front door.,A1
"In the beginning, Tom created Boston and Australia.",A1
Tom and Mary think I don't know their parents are.,A1
I still have three hours before my plane leaves.,A1
"Can I place the bag under the table? Yes, you can place it there.",A1
"Every weekend, Tom goes to his parents' house.",A1
It's going to take time to get everything ready.,A1
"If we don't leave soon, we won't get there in time.",A1
The advice we got from Tom didn't really help us.,A1
I haven't drunk any water in three days.,A1
"The next morning, Daniel got down to business.",A1
Too bad Tom wasn't here to do that today.,A1
I want to know why you didn't help us yesterday.,A1
"Tom went to Boston, where he stayed for three weeks.",A1
Tell Mary she has to get home before 2:30.,A1
Can you think of any reason why Tom would do that?,A1
How many pounds did Tom lose last summer?,A1
I've got about an hour until I have to leave.,A1
John looked closely at Jessica's photos.,A1
Tom and Mary are much fatter than they used to be.,A1
I usually only eat one or two meals a day.,A1
What time do Tom and Mary usually leave for work?,A1
"Sometimes, we are right, and sometimes, we are wrong.",A1
You aren't under any obligation to do that.,A1
I don't think that Tom has any children.,A1
Tom woke Mary up at 6:30 and she wasn't happy about that.,A1
Do you want to stay in Australia with us next summer?,A1
Tom and Mary say you still won't speak to them.,A1
Mary wouldn't do that even if she could.,A1
Tom said that he didn't have anything to do.,A1
He doesn't see his family in his busy life.,A1
I'll miss my big brother when he goes to college.,A1
I will meet you at three o'clock tomorrow.,A1
Tom will thank me for this one of these days.,A1
I still can't speak French as well as I need to.,A1
"The last time when I saw him, he was quite well.",A1
I'm not interested in learning how to do that.,A1
Sami has never talked to that girl a day in his entire life.,A1
When was the last time you slept more than ten hours?,A1
Mary knew she shouldn't be doing what she was doing.,A1
The tourist office is open from nine o'clock to one o'clock.,A1
Tom didn't want to go to Boston with Mary.,A1
You are ready to fill your head with new ideas.,A1
We know that he was playing like cat and mouse.,A1
I don't think that I should be here today.,A1
Tom is never going to forgive me for doing that.,A1
Mary says she hopes that Tom doesn't do that.,A1
"I don't know if Tom likes us, but he doesn't hate us.",A1
I don't think there's any way Tom could do that.,A1
We're going to the movies. You should come.,A1
Tom and Mary are both wearing black today.,A1
Tom and Mary said they didn't have everything they needed.,A1
I'm afraid that Tom's not going to recover.,A1
Yanni took great photos of Algiers for his Instagram page.,A1
I want to buy some magazines to read on the plane.,A1
Diego's car didn't have a make or model.,A1
Tom and Mary told me that they did that in 2013.,A1
Mary says she's read this book three times.,A1
Sami didn't open the front door for Layla.,A1
I thought that Tom would show me how to do that.,A1
Tom didn't know if he could do that or not.,A1
I think that Tom didn't do that with Mary.,A1
Are you going to call Tom or do you want me to?,A1
Did Tom know Mary wasn't going to do that?,A1
His wife is pregnant with their second child.,A1
You can call me on this number at any time.,A1
Tom told me he didn't want to move to Boston.,A1
We had very interesting reports from Tom.,A1
I thought that you said Tom was in Boston.,A1
Do you think Tom really meant what he said?,A1
I have known him for more than ten years.,A1
Mary says she always does that that way.,A1
You should really come and visit us in Boston.,A1
Tom says that he's tired of teaching French.,A1
Sami turned around and asked Layla why she was following him.,A1
I don't think that we're going to make it there on time.,A1
"You're a little over thirty, aren't you?",A1
"I believe in you, and I know you can finish your homework on time.",A1
Mary says she's never seen anything like that.,A1
I assume that you know about Tom's problem.,A1
"Tom and Mary are going to John's birthday party tomorrow, aren't they?",A1
The clock in the classroom is three minutes fast.,A1
I really want to see the Leaning Tower of Pisa.,A1
I didn't know where Tom was going to be in the afternoon.,A1
Tom knew that Mary wasn't going to do that today.,A1
Tom asked me what I wanted for my birthday.,A1
Tom and Mary say that they're good at swimming.,A1
"Tom has been to your place before, hasn't he?",A1
Tom said he wasn't used to this kind of hot weather.,A1
How many sisters and brothers do you have?,A1
Do you really think Tom is going to die?,A1
They're not sure that they can do that again.,A1
I'd like to know who was here last night.,A1
I don't like the way Tom and Mary are doing that.,A1
"To find the answer to this question, I went to the city library.",A1
I don't know why Tom doesn't want us to help him.,A1
About how many days will it take to get there?,A1
Tom is going to give us what we asked for.,A1
"John needs to go to swimming practice, first.",A1
They said that they don't like doing that.,A1
I don't think that you need to tell Tom what Mary is planning to do.,A1
I thought Tom would be finished doing that by 2:30.,A1
I don't know what's going to happen next.,A1
I always have two cups of coffee in the morning.,A1
Skura and Mira watch too much television.,A1
What have you got in your hands right now?,A1
I try to spend as much time as I can in Australia.,A1
Tom is probably the only person who can help me do that.,A1
I don't like the same kind of music that Tom does.,A1
It's one of the greatest books of all time.,A1
Everyone knew that Tom didn't like living in Australia.,A1
"You're not really going to buy that, are you?",A1
There is no way in hell James is going to listen to Amanda.,A1
"What do you want a meaning for? Life is a desire, not a meaning.",A1
Mary had a lot of free time on her hands.,A1
There are many things in life that are more important than work.,A1
You're more than welcome to stay here with us.,A1
Dan left a good job in London to live with Linda in Glasgow.,A1
We've been living in Australia for a long time.,A1
I don't need to do that. Tom will do it for me.,A1
Tom has lived in Boston for most of his life.,A1
"Tom and Mary aren't really that old, are they?",A1
I can't come tomorrow. I've got a lot of work to do.,A1
Tom wrote a message on the piece of paper and put it in the bottle.,A1
Tom and the others arrived late last night.,A1
His interests take a lot of time from him.,A1
What kind of weather did you have on holiday?,A1
"More often than not, he thinks before he speaks.",A1
"This year, Carlos wants to learn how to speak Berber.",A1
Children are very important for the market.,A1
Tom did better this time than he did last time.,A1
Can you make yourself understood in English?,A1
Tom and Mary say they hope John knows who he needs to give that to.,A1
Tom couldn't remember where he put his passport.,A1
Tom and Mary said that they were really interested in doing that.,A1
We have to stay here until Tom gets back.,A1
Tom used to ask me so many questions about Australia.,A1
We are leaving in an hour. When will you get ready?,A1
I didn't give Tom anything for Christmas.,A1
I know Tom didn't know that I had to do that.,A1
The teacher taught lessons to her students all day long.,A1
Didn't you know Tom and Mary were going to be fired?,A1
I don't think that I can do that before Monday.,A1
I don't want to be the one who has to do that.,A1
Mary decided that she didn't really like doing that.,A1
"If Tom asks me to help him, I'll help him.",A1
Tom did it much better the second time around.,A1
I want to know if you're planning on going to Australia with us next month.,A1
"The Viet Cong launched the Tet offensive on January 30, 1968.",A1
I hope Tom and Mary are finished doing that by 2:30.,A1
I buy things I know that I'm not going to use.,A1
"Let's get down to business. I'm pregnant, and you're the father.",A1
"The money was right here a second ago, and now it's gone.",A1
Tom said that he didn't think that he could help you move the piano today.,A1
I've decided not to buy that house I looked at last week.,A1
Tom said that he didn't know where Mary went.,A1
I made a mistake in sending it or something.,A1
You should phone Marika. It's her birthday today.,A1
Well... he's gone to a better place now.,A1
Do you think Tom and Mary are still home?,A1
They came in for a lot of criticism for doing that.,A1
"Where did you find it, at school or at home?",A1
Tell Tom that I'm not planning to stay long.,A1
His best friend in the office came to visit him.,A1
Do you want to know what your problem is?,A1
That didn't really happen. I just made it up.,A1
Edmundo left to look for Rima with Walid.,A1
Tom said that Mary would probably go to Australia with him.,A1
Ziri was going to study at a local school.,A1
I think Tom should go to Australia to visit Mary.,A1
You have to do that before you can go home.,A1
They told me that they'd be coming back.,A1
She told him she wouldn't go without him.,A1
I don't like work even when someone else is doing it.,A1
Would you like to go to Australia with me next summer?,A1
Tom didn't know he was adopted until he was thirteen years old.,A1
He hadn't been in the office five minutes before he told us what to do.,A1
Today's a school day. I'd better make sure not to be late.,A1
Tom said that you need to be here all day tomorrow.,A1
Ziri will be gone by the time Rima comes back.,A1
I never want to go to the beach with Tom again.,A1
Mary said she'd never permit Tom to do that.,A1
"Stay with me, Layla. Please don't leave me.",A1
Tom and Mary said they wanted to ask me a personal question.,A1
"I'd like to stay and help, but I'm needed elsewhere.",A1
Tom does everything that I ask him to do.,A1
Tom told me that he thought Mary should do that.,A1
Sami has been watching Layla for months.,A1
I think Tom will probably know how to do that.,A1
I thought you said that you wanted to do that right away.,A1
He must have been brought up in a good family.,A1
"As there was a fly in my coffee, I didn't have to pay the bill.",A1
Yanni would go out and wouldn't come back for days.,A1
Mary couldn't do what Tom asked her to do.,A1
Mary said she needed to do that pretty soon.,A1
I'll go see what I can find out about Tom.,A1
"I'm afraid if Jeremy gets out of line just one more time, they will make him leave school.",A1
Was it you who told Tom he didn't need to do that?,A1
Sami hasn't made a video in a long time.,A1
Mary said she'd be willing to help Tom do that.,A1
Are you the one who told Tom to do that?,A1
We didn't get your letter until yesterday.,A1
Tom and Mary told John that they didn't think Alice was busy.,A1
He was so poor that he could not buy the bread.,A1
I want to know how all this is possible.,A1
"Are you free later? ""No, not today. When are you free?""",A1
I knew that Tom wasn't really going to do that.,A1
This does not mean that they have nothing in common with other peoples.,A1
Ms. White ordered that Tom should stay after school.,A1
Tom said Mary has never seen John dance.,A1
I thought that Tom wasn't going to make it.,A1
Mary probably thought she was going to be busy today.,A1
Tom didn't make as many mistakes as Mary.,A1
He is a man of his word and I trust him.,A1
I didn't know you couldn't do that by yourself.,A1
I want to make sure we don't make the same mistake Tom did.,A1
I didn't do what you're accusing me of doing.,A1
I just don't know how to make it up to you.,A1
What is the difference between these two words?,A1
Mary didn't know she didn't have enough time to do what had to be done.,A1
He can't can't get used to his new school.,A1
I'm positive that it was Tom that I saw in the park last night.,A1
There are many tourists in Silvestre's city.,A1
Which do you prefer? This one or that one?,A1
They said that they didn't want to leave.,A1
I know Tom is a very old friend of Mary's.,A1
I told them they didn't have to do anything.,A1
James needs to go to Algeria for four weeks to meet his family.,A1
Tom's parents let him stay out late at night.,A1
Tom said that he was studying to be a doctor.,A1
Tom hopes he can stay in Australia until next October.,A1
Mary says she's hoping she can go swimming tomorrow.,A1
Ask Yidir. He knows everything about Algeria.,A1
Tom and Mary told me that they knew what to do.,A1
He returned the shirt because it was too small.,A1
Tom said he doesn't think that Mary really wanted to do that this morning.,A1
Are you ready to see other parts of Algeria?,A1
The company paid for Tom's trip to Boston.,A1
Do you really think it would be hard to do that?,A1
You were the only person who talked to Tom.,A1
I want Tom and Mary to work on this together.,A1
I don't know how much time it'll take Tom to do that.,A1
Tom doesn't know where Mary is planning to stay.,A1
"Other than that, I'm just putting one foot in front of the other.",A1
Did something happen to me? I can't remember a thing.,A1
Thank you for not telling them Yanni did it.,A1
"If I'd known Tom was in Boston, I'd have told you.",A1
I hope that I can make it to Boston this winter.,A1
This kind of food is really popular in Boston.,A1
Tom told me that he thought that Mary would be the next one to do that.,A1
All I did was tell you what Tom told me.,A1
I don't think that Tom wants to do that right now.,A1
Tom told Mary that she didn't need to do that.,A1
Tom didn't have to answer those questions.,A1
I don't think it's important for us to do that.,A1
Tom and Mary came a little earlier today than they usually do.,A1
Tom had always known that it would happen.,A1
Last month he had his house painted white.,A1
I don't use that website for privacy reasons.,A1
It's nice if a child can have a room of his own.,A1
Do you think he still wants to live with me?,A1
When was it that Tom visited Mary in the hospital?,A1
That's as easy as taking cake from a baby.,A1
The hospital had a grand opening last month.,A1
Martha sat on her bed in her beautiful Shawi dress.,A1
I didn't think that was going to happen.,A1
You could see from his face that he was bored.,A1
Mary had everything a girl could ever want.,A1
I'm not going to tell you which way to go.,A1
"You thought Tom would have to do that, didn't you?",A1
Do you really think that Tom is from Australia?,A1
He would sit and look at the sea for hours.,A1
There was a woman sitting at the big desk.,A1
Ziri broke into the house without being detected.,A1
I'm happy for the first time in my life.,A1
I have to go to the airport to meet my family.,A1
Tom and Mary said they wanted us to be here by 2:30 on Monday.,A1
It looks like Ziri loves Rima's cat a lot.,A1
"I'm not sure about who to give the present to - the boy, or the girl?",A1
Mark and Jessica should really spend some time together.,A1
"You're planning on going again tomorrow, aren't you?",A1
Jimmy often comes to see me on weekends.,A1
Tom ate the banana without washing his hands.,A1
Would he like to book a trip to Australia?,A1
She thought that it would be interesting and fun.,A1
Yanni's song is very similar to that tune.,A1
I didn't think that we could do it that soon.,A1
I thought you wouldn't want to go with us.,A1
Tom should've asked Mary to go to Australia with him.,A1
Do you really think that I had something to do with that?,A1
It would be great if we could do that together.,A1
"When I moved to Boston, I was still in my thirties.",A1
Tom told Mary that he didn't think John was nice.,A1
Tom and Mary say they're on their way back home.,A1
"I read a book called ""The Joy of Not Needing Anything.""",A1
Dmitri has never run that fast in his life.,A1
Tom isn't the only one that wants to leave.,A1
I don't know when Tom is planning to go to Australia.,A1
Sami was surrounded by girls who were staring at him.,A1
There's no way Tom and Mary are going to do that.,A1
Have Tom and Mary ever stayed with you in Boston?,A1
I thought I was doing that the right way.,A1
That mountain is five times as high as this one.,A1
Sami was the first person Layla met online.,A1
Tom doesn't love anyone and no one loves him.,A1
I knew that Tom would permit you to do that.,A1
Tom knows that Mary doesn't like him very much.,A1
Tom and Mary were shocked when I told them what had happened.,A1
Tom has more than enough money to buy what he needs to buy.,A1
They were close friends during their school years.,A1
I don't want the same thing to happen here.,A1
Tom went to the station to see Mary off.,A1
I still haven't decided what to give Tom for his birthday.,A1
Is thinking nothing more than not knowing what to think?,A1
Man has been writing for about 6000 years.,A1
Please don't tell anyone Tom and I were here.,A1
Tom said he planned to go to the meeting on Monday.,A1
Tom didn't know that I didn't want to do that.,A1
Dmitri was interviewed by different people.,A1
I know that you don't believe that it's true.,A1
I know Tom didn't want to do that with Mary.,A1
Someone should have told Tom that he was doing that the wrong way.,A1
Mennad walked into the room with that KKK jacket on.,A1
I asked Tom why he had gone to Australia.,A1
It looks as if Tom and Mary aren't going to go to Boston with us.,A1
There are things that women will never understand.,A1
I'd like to clean up my house before parents come back.,A1
Sami was probably like fifteen or sixteen.,A1
He must be tired after working all day in the hot sun.,A1
Mary said she saw Tom eating a sandwich in the park.,A1
Are you sure Tom hasn't been lying to us?,A1
Tom and Mary said that isn't the only reason why they wanted to do that.,A1
Tom said he thought that Mary wasn't very good at French.,A1
Aren't you still planning on going back to Australia?,A1
It looks like nobody wants to sit with you.,A1
Tom and I both started laughing at the same time.,A1
I know that Tom doesn't need to do that until next year.,A1
I had no idea that Tom and Mary were husband and wife.,A1
Mary could not help but think about Tom.,A1
I didn't know Tom would be interested in doing that with us.,A1
During the week I read the news in French.,A1
"If I had enough money, I'd buy one of these.",A1
The football match was broadcasted live on television.,A1
He did not show up at the party last night.,A1
Flavio emerged from the front door of the house and started to run after Isabella.,A1
Tom and Mary said they had to do some things they didn't want to do.,A1
"If I paint an apple orange, does that make it an orange?",A1
I know that Tom doesn't know why you wanted to do that by yourself.,A1
Miroslav asked why Rima was with Walid that night.,A1
Tom said that he thought Mary would be tired.,A1
"Hello Giada, tell us your story, we'll listen to you.",A1
"I'm sorry, I didn't understand what you said.",A1
I want to spend some time with Tom in Boston.,A1
How long does it take to walk from your house to school?,A1
The two cars tried to make way for each other.,A1
I begin working at 8 o'clock in the morning.,A1
I think we're going to be there this evening.,A1
We'll let you know as soon as we decide.,A1
Tom said that the two of us should eat together.,A1
"Sometimes we go by bus, and sometimes by car.",A1
How long do we have before Tom and Mary get here?,A1
Tom probably won't have a hard time doing that.,A1
This is a picture of me when I was three years old.,A1
It's my own fault for taking you this far.,A1
"Now that it has stopped raining, we can go home.",A1
Tom and Mary told me that they'd try to win.,A1
Tom said he thought that Mary enjoyed swimming.,A1
When will people visit Mars as tourists?,A1
It will be all better if you can come now.,A1
Tom isn't the only one who thought we had to do that.,A1
Sami knew Layla's boyfriend before he knew her.,A1
Tom and Mary said that they're only tried it once.,A1
"Thanks, Felipe. We wouldn't have finished the job without you.",A1
They've been husband and wife for ten years.,A1
Tom said that Mary didn't look like she was having any fun.,A1
Tom said that he was going to let Mary win.,A1
Tom and Mary didn't do that because they didn't want to.,A1
There's no way Tom is going to do that today.,A1
I know that Tom knew he had to do that today.,A1
It is not possible to have everything in life.,A1
How many days do you think Tom and Mary have spent doing that?,A1
But this is the story of an old man who wants to die.,A1
What game did Tom tell you he wanted to play?,A1
It's just starting to get light outside.,A1
How did you know that Tom wouldn't show up on time?,A1
I could have been finished doing that by 2:30 if I'd worked a little faster.,A1
"Does she like you, too? ""I have no idea.""",A1
I didn't know you wanted to work for me.,A1
"If you could change anything in your past, what would that be?",A1
"Read the work ""Essentials of Insight Meditation Practice.""",A1
I never knew that Tom and Mary were so rich.,A1
Yanni doesn't remember anything after this point.,A1
I have three times as many books as he does.,A1
Did you remember to tell Tom what I asked you to tell him?,A1
I think Tom is a lot busier this week than he was last week.,A1
Sami didn't have any classes with Layla.,A1
That would make all the difference in the world.,A1
Tom and Mary say that they're not afraid.,A1
Tom and I are going away for the weekend.,A1
Mennad's story is not going to be too long.,A1
"If you don't do this, it's going to cost you big time.",A1
Tom saw Mary talking to someone that he didn't know.,A1
Tom knew Mary wasn't going to eat any salad.,A1
Jason and his friends even made the same dish during one virtual dinner.,A1
Sometimes things don't work out as well as you would like them to.,A1
Mennad would like to know why you are late.,A1
I'm convinced I'm doing the right thing.,A1
Tom doesn't come to Australia as often as he used to.,A1
Tom and Mary don't want John to go to Boston with them.,A1
"It was a difficult time, but we struggled through it.",A1
I had no idea about the Berber language.,A1
The girls clubbed together to help the poor family.,A1
Where did you put the book I was reading?,A1
I wasn't very interested in what Tom was talking about.,A1
I don't know if Tom will be there or not.,A1
There isn't enough space here for forty people.,A1
"I knew he was angry, but I didn't think he was that angry.",A1
She lives in the same house her grandparents lived in.,A1
I know that Tom isn't doing that the right way.,A1
It was hard for Tom to get his homework done on time.,A1
Tom wants to know if you'll be ready by 2:30.,A1
"Without getting up, he dragged his bag across the floor.",A1
I've seen a lot of good-looking men in Australia.,A1
Yanni was trying to break into Skura's house.,A1
I told you we've done this kind of thing before.,A1
You must not forget that she is as young as you.,A1
Mary doesn't have to help if she doesn't want to.,A1
Tom told Mary he wanted her to stay in Boston with him.,A1
Yuri didn't say anything about it to Martha.,A1
"I know that Tom is still sitting in his car, waiting for Mary.",A1
"I thought Mary would be at home, but she wasn't.",A1
The article talks about something else entirely.,A1
I've heard that women spend more on shoes than men.,A1
"Tom is never going to permit you to do that again, is he?",A1
Yanni still had some of his Berber homework left.,A1
I'll pay this bill as soon as I get paid.,A1
Tom isn't the one who told me you should do that.,A1
No one ever really knows what's going through someone else's head.,A1
I only did that because I had nothing better to do.,A1
Are we going to be in Australia next winter?,A1
Sami and Layla decided to end their affair.,A1
Mary says she isn't planning to go there again.,A1
She thinks she is the most beautiful girl in the classroom.,A1
I know that Tom will do that in Australia next week.,A1
Mary didn't know she no longer had to do that.,A1
She left for America the day before yesterday.,A1
Tom fell in love with Mary the moment he met her.,A1
I'm reading a very interesting book now.,A1
Is it true that the customer is always right?,A1
Let's hope that Tom and Mary don't try that.,A1
Are you the one that's been following me?,A1
It is nice to take a walk early in the morning.,A1
Have you even thought about the children?,A1
A trip to Ghatkopar and back using the Metro costs ₹55.,A1
I need to sleep! I've got lessons in the morning.,A1
He makes three times more money than I do.,A1
She used to go to the museum on Sundays.,A1
Try not to come too late again tomorrow.,A1
John ran to the station to get the last train.,A1
How has your life been different than your father's?,A1
I know Tom and Mary used to be good friends.,A1
Ivy keeps houses warm in winter and cool in summer.,A1
Tom and Mary say there's nothing they can do about that.,A1
Mary doesn't think she can find the time to do that.,A1
Mary told me that she thought Tom would be interested in doing that.,A1
Do you think Tom really enjoys doing that?,A1
What's my dictionary doing on the kitchen counter?,A1
I think that I'll stay in Australia for another week.,A1
I told Tom that he should eat something.,A1
We must baby Mary until she gets well again.,A1
Tom said that he doesn't have health insurance.,A1
I had to write his name and his phone number.,A1
Alberto was preparing the Halloween decorations.,A1
She helped an old woman across the street.,A1
Flavio made a sound and Rima went to check.,A1
I know that Tom could probably get Mary to show us how to do that.,A1
There weren't that many cars on the road.,A1
A very large number of tourists visit Kyoto in the spring.,A1
My friend became like a member of my family.,A1
Tom and Mary said they didn't think they'd have enough time to do that.,A1
Tom and Mary are sure they can do that again.,A1
Tom asked his father to give him some money for lunch.,A1
Tobias witnessed that with his own eyes.,A1
Tom said that he thought that would happen soon.,A1
I'm the only one here who thinks it's a good idea to do that.,A1
I don't think that Tom wanted to say anything.,A1
Mennad spent a lot of time there with Baya.,A1
Adriano walked to the end of the street and back.,A1
Tom has no idea who'll be at the meeting.,A1
She says something different in every interview.,A1
We'd love for you to join us for dinner.,A1
We don't have enough food for everybody.,A1
My car broke down on the way home from work yesterday.,A1
Tom and Mary knew that I'd be gone by the time they got there.,A1
How old were you when you fell in love for the first time?,A1
They should have their children taken away from them.,A1
"Tom, Mary and John were each given three hundred dollars.",A1
Do you let your children play in the street?,A1
Tom and Mary have friends all over the world.,A1
It's easier to lose a village than get a home.,A1
I'd like to see you before leaving for Europe.,A1
The long and the short of it is that I was fired.,A1
I know that Tom isn't a very reasonable man.,A1
"I'd love to help you, but I'm busy at the moment.",A1
I've never made this kind of mistake before.,A1
Yanni never take that main road home again.,A1
Look around yourselves and say what you see.,A1
It gets dark about half past five these days.,A1
I don't think that Tom will be at home tonight.,A1
I didn't want to spend any more time in Boston.,A1
They aren't the kind of people you should want to be friends with.,A1
I didn't know what to give Tom for his birthday.,A1
"I'll walk home from here. ""Are you sure?""",A1
Tom and Mary like doing that with their friends.,A1
I don't think that I've ever seen you do that.,A1
Mary told me that she thought Tom was back from Boston.,A1
Tom doesn't want you to know he really doesn't want to do that.,A1
Sami wanted to move away as far as he could.,A1
Mennad would call Baya fat all the time.,A1
Tom thanked Mary for the bottle of wine she gave him.,A1
"Just run down to the post office, won't you?",A1
They let me know that they would do that.,A1
Tom and Mary said they were too busy to help me do that.,A1
Tom will sing one of the songs you wrote.,A1
Tom said Mary doesn't think John will do that to you.,A1
Yanni and Skura didn't get to see each other all too often.,A1
"Edith Warthon was the first woman to win the Pulitzer Prize for Literature, in 1921.",A1
"Sami's girlfriend died a month ago, too.",A1
I told Mary to leave as soon as she could.,A1
"Tom told you to come and see what I was doing, right?",A1
"Professor, can I go in the bathroom? ""If you go to the bathroom, you can.""",A1
Tom and Mary said they didn't want me to help them.,A1
How did you describe the mission to Tom?,A1
Sami and Layla had enough common interests.,A1
Sami wanted us to start a wonderful life together.,A1
Mary told Tom that she thought John would be the next one to do that.,A1
I know that Tom is a few years older than Mary.,A1
Tom says he's never been to Australia before.,A1
I always go to bed early and wake up early.,A1
I know that Tom knew he was the one who had to do that.,A1
Please don't forget to see him tomorrow.,A1
That's one of the reasons why I left early.,A1
Tom and Mary said they needed more money.,A1
Ziri looked into the book and decided to buy it.,A1
Tom and Mary didn't know why they'd been chosen to do that.,A1
I hope Mary didn't do what we asked her not to do.,A1
Don't you know that cheese is made of milk?,A1
I didn't know that Tom was living with Mary's family.,A1
My parents died when I was three years old.,A1
"Your Majesty, open the door. It is cold out here.",A1
I don't want to tell Tom about what happened.,A1
Tom doesn't want to go to his work's Christmas party this year.,A1
"When you needed a friend, Tom was there.",A1
The music Tom and Mary write is pretty good.,A1
We will take your proposal into consideration.,A1
Tom said Mary was going to go to Boston to see John.,A1
I know that Tom is a better driver than Mary is.,A1
I don't think Tom knows how much time he'll need.,A1
Tom has three brothers. All three of them live in Australia.,A1
Can the wall around the West Bank be made higher?,A1
Did you find out where Tom and Mary live?,A1
Tom was the one who told me that he needed to do that.,A1
Tom used to tell me that I talked too much.,A1
I didn't know that Mary was your sister.,A1
Ask Tom if Mary will come with us or not.,A1
I think that Tom will be through doing that by now.,A1
We spent ages looking for a place to park.,A1
He shared his sandwich with a hungry friend.,A1
Tom didn't want to talk about what happened.,A1
I found this bottle when I was walking on the beach this morning.,A1
There are so many things left to be done.,A1
I think Tom will be doing that again today.,A1
Mary talked about her feelings to her friend.,A1
I didn't tell Tom why I needed more money.,A1
Stop calling them Mom and Dad! You're not their daughter!,A1
I'd like Thousand Island dressing on my salad.,A1
That's the reason that Tom didn't do that.,A1
It means a lot to me to know that you did that just for me.,A1
"How far are you going? ""I'm heading for Chicago.""",A1
Tom said that he didn't remember what Mary said.,A1
What kind of music do you enjoy listening to?,A1
Tom and Mary want you to do that so they don't have to.,A1
"If I get there first, I'll tell Tom you're coming, too.",A1
I think you're the one I've been waiting for for all these years.,A1
Tom was assessed by the selection committee as fully meeting all criteria for the job.,A1
How much more time do you estimate it'll take to do that?,A1
Did Tom really tell Mary not to do that?,A1
Mary should let Tom know that she likes him.,A1
I tried to get my homework done on time.,A1
Ziri filmed the movie in Rima's village.,A1
Please tell me the answer to the question.,A1
I'm sure Tom and Mary are going to like that.,A1
I am meeting my mother at the station at 4 o'clock.,A1
"If we can't get the money in any other way, we can, as a last resort, sell the car.",A1
Didn't Tom tell you he wouldn't do that?,A1
Tom looks more friendly today than he usually does.,A1
The writer is said to have studied at a university in Germany when young.,A1
"More often than not, people do it this way.",A1
I was really happy that Tom helped Mary do that.,A1
It's extraordinary how much things have changed in Algeria.,A1
Tom asked Mary what kind of music she liked.,A1
You will learn your lessons only in so far as you are willing to keep studying them.,A1
For some reason it looks to be turning out to be a depressing week.,A1
"In that interview, Antonio talks about his son, who died a few years ago.",A1
Sami didn't want to have anything to do with that girl.,A1
Tom and Mary told me that they liked it.,A1
Mary said she plans on staying in Boston.,A1
I'm looking for the police station. Can you help me?,A1
Lyusya decided to give up on everything and leave for Siberia.,A1
The children were sleeping when their grandparents called them.,A1
Tom and Mary are a little older than me.,A1
We could all stay together in the same room.,A1
Tom said that Mary was too busy to help John do that.,A1
Do you want to sit down for a few minutes?,A1
Tom said he hoped that Mary would come to his concert.,A1
We need to make sure that doesn't happen again.,A1
My father insisted I should go to see the place.,A1
I'm sure Tom and Mary don't want to be the first ones to do that.,A1
Tom and Mary said they remember being there.,A1
Have you decided what to do next Sunday?,A1
Tom didn't know that I couldn't do that.,A1
"You didn't know Tom was the one who did that, did you?",A1
"How long will the meeting go for? ""Two hours.""",A1
Tom said he didn't think that Mary could've done that.,A1
I don't like this. Please show me another one.,A1
He and his brother are similar in every aspect.,A1
"Apparently, there is nothing that cannot happen today.",A1
I think I can get Tom to do that if you can't.,A1
"In a country with as much water as the Netherlands, one should know how to swim well.",A1
Tom and Mary said that they walked home yesterday.,A1
I know that Tom knew why Mary kept doing that.,A1
I didn't do that as quickly as I should have.,A1
Please let me know when you're going to arrive.,A1
Yesterday I finished learning Esperanto on Duolingo.,A1
It looks like you're finished doing that.,A1
He showed her where to put her umbrella.,A1
Have you been keeping something from me?,A1
Tom and Mary say they only want to talk to you.,A1
Did you really think I was the one who painted this picture?,A1
"Tom and Mary wouldn't do that again, would they?",A1
I hope you don't make the same mistake as Tom.,A1
This product is not real. Nothing is real.,A1
I didn't think Tom really planned to do that.,A1
You cannot forget that he is as young as you.,A1
I know Tom is a much better cook than I am.,A1
Tom and Mary told me they were having fun.,A1
She denied having been asked to go on a business trip.,A1
He's learning new Berber words at school.,A1
"Where are your books? ""They are on the desk.""",A1
"He lives high up in the mountains of Kabylie, Algeria.",A1
I say both as they are different genres of music.,A1
It's interesting to visit different places.,A1
What are you doing? Don't call him over here!,A1
They said that they didn't enjoy doing that.,A1
Tom wasn't the one who told Mary she had to do that.,A1
Tom uses two computers at the same time.,A1
I don't have to go to the school tomorrow.,A1
Tom should probably tell Mary to come back home as soon as she can.,A1
Tom doesn't spend a lot of time thinking about money.,A1
"Yanni's parents live in Algiers, the capital of their country.",A1
I bought some magazines to read on the plane.,A1
I didn't wake Mary up at 6:30 like she asked me to.,A1
Tom never said who he was with last night.,A1
I'm going to arrive in Boston tomorrow morning.,A1
I'd like to see you before I leave for Europe.,A1
There isn't as much coffee left as I thought.,A1
I've always wanted to start my own business.,A1
Put your plan into practice as soon as possible.,A1
Xueyou is looking at the new pictures Renmei took in Beijing.,A1
It's time to come clean about what happened.,A1
I kept watching Tom to see what he'd do.,A1
I know you can't speak French very well.,A1
"The jacket, which I wanted, cost three hundred dollars.",A1
"Why aren't you going? ""I don't want to.""",A1
"Tom wants to be a doctor, just like his dad.",A1
There's no question that Tom will do that.,A1
I'm probably the one who'll need to do that.,A1
"Mary told Tom how to do that, didn't she?",A1
